id;nom;insee;adresse;url;type_usagers;gratuit;nb_places;nb_pr;nb_pmr;nb_voitures_electriques;nb_velo;nb_2r_el;nb_autopartage;nb_2_rm;nb_covoit;hauteur_max;num_siret;xlong;ylat;tarif_pmr;tarif_1h;tarif_2h;tarif_3h;tarif_4h;tarif_24h;abo_resident;abo_non_resident;type_ouvrage;info;id_entrees;adress_geo_entrees;arrdt;deleg;tel;horaire_na;asc_surf;date_ta;ab_1m_e;ab_1a_e;tarif_pr;pr_1a_mine;pr_1a_maxe;tarif_res;tf_res_1ae;date_th;tf_15mn_e;tf_30mn_e;tf_1h30_e;tf_7h_e;tf_8h_e;tf_9h_e;tf_10h_e;tf_11h_e;tf_12h_e;abpmr_1m_e;abpmr_1t_e;abpmr_1a_e;mis_a_jour;abve_1m_e;abve_1t_e;abve_1a_e;tmoto_1ehe;abmoto_1me;abmoto_1te;abmoto_1ae;tvelo_1m_e;point_x_entrees;point_y_entrees;zones_res;tf_15mn_mo;tf_30mn_mo;tf_24h_mot;tf_pr_moto;pr_1a_minm;pr_1a_maxm;tf_res_mo;tf_res_1am;parc_amod;ab_1a_patt;parc_relai;ab_1m_rela;tf_res_1me;pass_2rm;pass_2rm_1h;pass_2rm_1m;pass_2rm_3m;pass_2rm_1a;geo_shape;geo_point_2d
75107-P-134;LA TOUR MAUBOURG ORSAY;75107;45 ter quai d orsay, 75007, Paris;https://www.q-park-resa.fr/fr/parking/paris/tour-maubourg-33.html;tous;0;262;0;9;10;0;0;0;10;0;190;37888823400523;2.3097455;48.86236723;;6.1;12.2;18.3;24.4;50.35;207.0;381.0;ouvrage;;134-E-A;45 TER QUAI D ORSAY;7;Q PARK;0144180405;7j / 7;OUI;2025-01-01T01:00:00+00:00;381.0;3670.0;NON;;;OUI;2484.0;2025-01-01T01:00:00+00:00;1.55;3.05;9.15;42.7;48.8;50.35;50.35;50.35;50.35;;;;2025-09-01T02:00:00+00:00;150.0;;1800.0;;174.0;480.0;1359.0;;649359.695;6862702.916;1E,7E,7F,7G,7H,7J,7K,7L,7M,7N,8E,16H;;;;NON;;;NON;;NON;4587.5;NON;;207.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3097455029277723, 48.86236722539152], ""type"": ""Point""}";48.86236722539152, 2.3097455029277723
75104-P-124;BAUDOYER;75104;25 ter rue de rivoli, 75004, Paris;http://realpark.fr/parking/baudoyer.html;tous;0;229;0;6;0;6;0;0;0;0;195;38418949400022;2.35539936;48.85647646;;4.8;9.5;14.6;18.8;39.6;;249.0;ouvrage;;124-E-A;25 TER RUE DE RIVOLI;4;REALPARK S.A.;0144171819;7j / 7;OUI;2014-03-01T01:00:00+00:00;249.0;2500.0;NON;;;NON;;2023-04-01T02:00:00+00:00;1.2;2.4;7.2;32.4;36.0;39.6;39.6;39.6;39.6;;;;2025-09-01T02:00:00+00:00;;;;;100.0;;;10.83333333;652703.652;6862019.602;;;;;NON;;;NON;;NON;;NON;;;NON;;;;;"{""coordinates"": [2.3553993637059274, 48.85647646118244], ""type"": ""Point""}";48.85647646118244, 2.3553993637059274
75119-P-102;MAIRIE DU 19EME;75119;5 m rue andre dubois, 75019, Paris;https://www.saemes.fr/fr/parking/parking-mairie-du-19eme;abonnés;0;147;0;1;0;0;0;1;0;0;190;31703299300741;2.38175476;48.883421;tarif_special;;;;;;;187.0;ouvrage;abonnements avec reservation uniquement;102-M-A;5 M RUE ANDRE DUBOIS;19;SAEMES;0144829999;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;252.0;;2025-09-01T02:00:00+00:00;;;;;75.0;202.0;750.0;;654660.847;6865000.181;;;;;NON;;;NON;;NON;1870.0;NON;;;NON;;;;;"{""coordinates"": [2.3817547581841554, 48.88342099809319], ""type"": ""Point""}";48.88342099809319, 2.3817547581841554
75117-P-004;VILLIERS;75117;14 ter avenue de villiers, 75017, Paris;https://fr.parkindigo.com/parking/paris-75017/villiers-75171800;tous;0;141;0;4;27;10;0;0;27;0;190;64202088700419;2.31430614;48.88185618;tarif_special;5.3;10.6;15.9;21.2;47.7;291.0;364.0;ouvrage;tarif petit rouleur -40 % = contacter le parc,tarif PMR = 2,65 euros;4-E-A;14 TER AVENUE DE VILLIERS;17;INDIGO;0141720270;7j / 7;OUI;2025-05-01T02:00:00+00:00;364.0;3785.0;OUI;2271.0;3028.0;NON;;2025-02-01T01:00:00+00:00;1.35;2.7;8.0;37.1;42.4;47.7;47.7;47.7;47.7;182.0;516.0;1892.0;2025-09-01T02:00:00+00:00;182.0;516.0;1892.0;1.85;127.0;360.0;1324.0;10.0;649713.095;6864867.024;17G,17H,17J,17K,17L,17M,17N;0.5;0.95;16.65;OUI;794.25;1059.0;NON;;NON;4731.0;NON;;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.314306143686253, 48.88185617948149], ""type"": ""Point""}";48.88185617948149, 2.314306143686253
75108-P-054;FRANCOIS 1ER;75108;17 quater rue francois 1er, 75008, Paris;https://www.interparking-france.com/fr-FR/find-parking/ParcFrancois1er/;tous;0;550;0;13;29;59;0;0;29;0;190;69205111300102;2.30564778;48.86736859;tarif_special;4.65;9.3;13.95;18.6;41.85;258.4;323.0;ouvrage;tarif petit rouleur -60 % = contacter le parc,tarif PMR = 2,30 euros;54-E-A;17 QUATER RUE FRANCOIS 1ER;8;INTERPARKING;0147234145;7j / 7;OUI;2025-01-01T01:00:00+00:00;323.0;3230.0;OUI;1292.1;2584.3;NON;;2025-01-01T01:00:00+00:00;1.2;2.35;7.0;32.55;37.2;41.85;41.85;41.85;41.85;161.5;452.0;1615.0;2025-09-01T02:00:00+00:00;161.5;452.0;1615.0;1.6;114.0;316.0;1131.0;10.0;649063.965;6863261.661;7E,7G,8E,8F,8H,16G,16H,16I,16K;0.4;0.8;14.4;OUI;452.2;904.5;NON;;NON;4037.0;NON;;;NON;;;;;"{""coordinates"": [2.3056477825978714, 48.86736858814069], ""type"": ""Point""}";48.86736858814069, 2.3056477825978714
75116-P-082;MOZART;75116;2 quater rue de la cure, 75016, Paris;https://www.saemes.fr/fr/parking/parking-mozart;abonnés;0;11;0;0;0;0;0;0;0;0;190;31703299300741;2.26866284;48.85372239;;;;;;;;304.67;ouvrage;abonnements avec reservation uniquement;82-E-A;2 QUATER RUE DE LA CURE;16;SAEMES;0144829999;POUR ABONNES;OUI;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;;366.0;1280.0;;646336.859;6861768.824;;;;;NON;;;NON;;NON;3200.0;NON;;;NON;;;;;"{""coordinates"": [2.268662838369935, 48.85372238443481], ""type"": ""Point""}";48.85372238443481, 2.268662838369935
75105-P-070;GAY LUSSAC;75105;45 ter rue gay lussac, 75005, Paris;https://www.saemes.fr/fr/parking/parking-gay-lussac;abonnés;0;65;0;0;0;0;0;0;0;0;195;31703299300741;2.34332861;48.84187546;;;;;;;;187.0;ouvrage;abonnements avec reservation uniquement;70-E-A;45 TER RUE GAY LUSSAC;5;SAEMES;0144829999;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;;247.0;;;651804.502;6860403.408;;;;;NON;;;NON;;NON;1870.0;NON;;;NON;;;;;"{""coordinates"": [2.3433286110649307, 48.84187545824149], ""type"": ""Point""}";48.84187545824149, 2.3433286110649307
75109-P-113;MILTON;75109;31 ter rue milton, 75009, Paris;https://www.saemes.fr/fr/parking/parking-milton;abonnés;0;0;0;0;0;0;0;0;0;0;190;31703299300741;2.34197019;48.87905983;;;;;;;;;ouvrage;abonnes tres longue duree;113-M-A;31 TER RUE MILTON;9;SAEMES;0144829999;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;;;;;651739.261;6864538.826;1E,2E,3E,4E,9E,9F,9G,10F,10G;;;;NON;;;NON;;OUI;;NON;;;NON;;;;;"{""coordinates"": [2.3419701895587433, 48.879059833388574], ""type"": ""Point""}";48.879059833388574, 2.3419701895587433
75114-P-051;PORTE D ORLEANS;75114;8 avenue de la porte d orleans, 75014, Paris;https://www.saemes.fr/fr/parking/parking-porte-dorleans;tous;0;657;40;13;2;45;0;2;2;0;185;31703299300741;2.32584893;48.8205466;tarif_special;4.2;8.4;12.6;16.8;37.8;112.0;158.0;ouvrage;autre hauteur = 260 cm,hauteur260 cm niveau -1 seulement autres niveaux 185;51-E-B,51-M-A;8 AVENUE DE LA PORTE D ORLEANS,7 RUE DE LA LEGION ETRANGERE;14;SAEMES;0140520920;7j / 7;OUI;2025-01-01T01:00:00+00:00;158.0;1580.0;NON;;;OUI;1120.0;2025-01-01T01:00:00+00:00;1.05;2.1;6.3;29.4;33.6;37.8;37.8;37.8;37.8;79.0;221.0;790.0;2025-09-01T02:00:00+00:00;91.0;255.0;914.0;1.45;55.0;154.0;553.0;10.0;650501.388 | 650409.816;6858042.696 | 6858079.552;TOUT PARIS;0.4;0.75;13.05;NON;;;OUI;410.0;NON;1980.0;OUI;75.0;112.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3258489319746594, 48.82054659457374], ""type"": ""Point""}";48.82054659457374, 2.3258489319746594
75104-P-010;NOTRE DAME ILE DE LA CITE;75104;1 ter boulevard du palais, 75004, Paris;https://fr.parkindigo.com/parking/paris-75004/lutece-75040700;tous;0;;0;6;0;123;0;2;0;0;190;64202088700419;2.34612474;48.85543438;tarif_special;4.4;8.8;13.2;17.6;39.6;232.0;290.0;ouvrage;tarif petit rouleur -40 % = contacter le parc,tarif PMR = 2,20 euros;10-E-A;1 TER BOULEVARD DU PALAIS;4;INDIGO;0140469561;7j / 7;PREVU;2025-05-01T02:00:00+00:00;290.0;3016.0;OUI;1809.0;2412.0;NON;;2025-02-01T01:00:00+00:00;1.1;2.2;6.6;30.8;35.2;39.6;39.6;39.6;39.6;145.0;411.0;1508.0;2025-09-01T02:00:00+00:00;145.0;411.0;1508.0;1.5;101.0;288.0;1055.0;10.0;652022.2;6861909.327;1E,4E,5G,5H,5J,6E,34F;0.4;0.8;13.5;OUI;633.0;844.0;NON;;NON;3770.0;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.346124739830171, 48.85543437984084], ""type"": ""Point""}";48.85543437984084, 2.346124739830171
75110-P-126;RECOLLETS;75110;3 ter passage des recollets, 75010, Paris;https://www.saemes.fr/fr/parking/parking-recollets;abonnés;0;47;0;2;0;0;0;1;0;0;200;31703299300741;2.35911877;48.87418354;;;;;;;;195.0;ouvrage;;126-M-A;3 TER PASSAGE DES RECOLLETS;10;SAEMES;0144829999;POUR ABONNES;OUI;1900-01-01T00:09:21+00:00;195.0;1950.0;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;98.0;268.0;980.0;;652992.531;6863986.27;;;;;NON;;;NON;;NON;3510.0;NON;;;NON;;;;;"{""coordinates"": [2.3591187731615935, 48.87418353879623], ""type"": ""Point""}";48.87418353879623, 2.3591187731615935
75110-P-028;MAGENTA GARE DE L EST;75110;8 ter square alban satragne, 75010, Paris;https://fr.parkindigo.com/parking/paris-75010/alban-satragne-magenta-75100900;tous;0;681;0;16;342;116;9;14;335;0;190;64202088700419;2.35529967;48.8756675;tarif_special;4.9;9.8;14.7;19.6;44.1;190.0;279.0;ouvrage;tarif PMR = 2,45 euros;28-E-A;8 TER SQUARE ALBAN SATRAGNE;10;INDIGO;0141720255;7j / 7;OUI;2025-05-01T02:00:00+00:00;279.0;2901.0;NON;;;OUI;1976.0;2025-02-01T01:00:00+00:00;1.25;2.5;7.4;34.3;39.2;44.1;44.1;44.1;44.1;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;195.0;555.0;2030.0;1.7;97.0;276.0;1015.0;10.0;652713.76;6864153.557;10E,10F,10G;0.45;0.9;15.3;NON;;;OUI;691.0;NON;3626.0;NON;;190.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3552996671955273, 48.87566750305739], ""type"": ""Point""}";48.87566750305739, 2.3552996671955273
75103-P-044;SAINT MARTIN;75103;245 ter rue saint martin, 75003, Paris;https://fr.parkindigo.com/parking/paris-75003/saint-martin-75030100;tous;0;454;0;4;0;0;0;0;0;0;190;33835412900045;2.35360268;48.86588384;tarif_special;5.4;10.8;16.2;21.6;48.6;160.0;339.0;ouvrage;tarif PMR = 2,70 euros;44-E-A;245 TER RUE SAINT MARTIN;3;INDIGO;0141720255;7j / 7;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A;2025-06-09T02:00:00+00:00;339.0;3560.0;NON;;;OUI;1600.0;2025-06-09T02:00:00+00:00;1.35;2.7;8.1;37.8;43.2;48.6;48.6;48.6;48.6;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;237.0;675.0;2489.0;1.85;119.0;339.0;1250.0;10.0;652580.39;6863066.702;1E,2E,3E,4E,10F,34F,11G;0.5;0.95;16.65;NON;;;OUI;560.0;NON;4452.0;NON;;160.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3536026833460513, 48.865883835077064], ""type"": ""Point""}";48.865883835077064, 2.3536026833460513
75116-P-074;GROS BOULAINVILLIERS;75116;15 ter rue de boulainvilliers, 75016, Paris;https://www.saemes.fr/fr/parking/parking-gros-boulainvilliers;abonnés;0;82;0;1;3;24;0;0;3;0;195;31703299300741;2.27603512;48.85251507;tarif_special;;;;;;164.0;222.0;ouvrage;;74-E-A;15 TER RUE DE BOULAINVILLIERS;16;SAEMES;0144826800;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;222.0;2220.0;NON;;;OUI;1640.0;1900-01-01T00:09:21+00:00;;;;;;;;;;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;111.0;311.0;1110.0;;77.0;218.0;770.0;10.0;646876.567;6861629.598;16P,16T;;;;NON;;;OUI;570.0;NON;2770.0;NON;;164.0;OUI;;70.0;199.0;770.0;"{""coordinates"": [2.276035120257929, 48.85251507229949], ""type"": ""Point""}";48.85251507229949, 2.276035120257929
75106-P-081;ANDRE HONNORAT;75106;8 bis rue auguste comte, 75006, Paris;https://fr.parkindigo.com/parking/paris-75006/andre-honnorat-75061700;abonnés;0;6;0;0;0;0;0;0;0;0;190;64202088700419;2.33797566;48.84422067;;;;;;;;220.0;ouvrage;;81-E-A;8 BIS RUE AUGUSTE COMTE;6;INDIGO;0140469561;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;220.0;2200.0;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;150.0;427.5;1500.0;;651413.825;6860667.452;;;;;NON;;;NON;;NON;3600.0;NON;;;OUI;;90.0;256.0;990.0;"{""coordinates"": [2.337975660658169, 48.844220669513405], ""type"": ""Point""}";48.844220669513405, 2.337975660658169
75107-P-075;CHAMPAGNY;75107;15 m rue casimir perier, 75007, Paris;https://www.saemes.fr/fr/parking/parking-champagny;abonnés;0;81;0;0;0;0;0;0;0;0;190;31703299300741;2.3193649;48.85807027;;;;;;;;345.67;ouvrage;abonnements avec reservation uniquement;75-E-A;15 M RUE CASIMIR PERIER;7;SAEMES;0144829999;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;;;;;650061.283;6862219.006;;;;;NON;;;NON;;NON;3840.0;NON;;;NON;;;;;"{""coordinates"": [2.319364900245522, 48.858070269634204], ""type"": ""Point""}";48.858070269634204, 2.319364900245522
75117-P-035;PORTE DE CHAMPERRET;75117;6 ter avenue de la porte de champerret, 75017, Paris;https://www.saemes.fr/fr/parking/parking-porte-de-champerret;tous;0;1463;100;31;6;5;0;3;6;0;190;30464607800481;2.28784794;48.88630953;;0.0;0.0;0.0;0.0;0.0;119.0;170.0;ouvrage;;35-E-A,35-E-B;6 TER AVENUE DE LA PORTE DE CHAMPERRET,10 BOULEVARD DE L YSER;17;SAEMES;0141720270;7j / 7;OUI;2024-04-01T02:00:00+00:00;170.0;1768.0;NON;;;OUI;1237.0;2025-03-30T01:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;2025-09-01T02:00:00+00:00;119.0;336.0;1237.0;;85.0;240.0;884.0;10.0;647777.241 | 647759.302;6865379.381 | 6865240.448;17E,17F,17G,17H,17L,17M,17N;;;;NON;;;OUI;618.0;NON;2210.0;OUI;75.0;119.0;NON;;;;;"{""coordinates"": [2.2878479439128463, 48.88630952629435], ""type"": ""Point""}";48.88630952629435, 2.2878479439128463
75105-P-009;POLYTECHNIQUE;75105;13 ter rue jacques henri lartigue, 75005, Paris;https://www.saemes.fr/fr/parking/parking-polytechnique;abonnés;0;195;0;0;0;0;0;0;0;0;190;31703299300741;2.35100115;48.84701415;;;;;;;;255.0;ouvrage;abonnements avec reservation uniquement;9-E-A;13 TER RUE JACQUES HENRI LARTIGUE;5;SAEMES;0144829999;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;102.0;301.0;1035.0;;652372.301;6860970.124;;;;;NON;;;NON;;NON;2588.0;NON;;;NON;;;;;"{""coordinates"": [2.3510011500538286, 48.84701415261779], ""type"": ""Point""}";48.84701415261779, 2.3510011500538286
75117-P-079;PEREIRE;75117;211 m boulevard pereire, 75017, Paris;https://www.saemes.fr/fr/parking/parking-pereire;abonnés;0;145;0;0;0;0;0;0;0;0;200;31703299300741;2.29020357;48.88102649;;;;;;;;215.0;ouvrage;;79-E-A;211 M BOULEVARD PEREIRE;17;SAEMES;0144829999;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;215.0;2150.0;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;;358.0;1325.0;;647944.696;6864790.388;;;;;NON;;;NON;;NON;3141.0;NON;;;NON;;;;;"{""coordinates"": [2.290203571278933, 48.88102649263222], ""type"": ""Point""}";48.88102649263222, 2.290203571278933
75117-P-072;MAIRIE DU 17 EME;75117;20 rue des batignolles, 75017, Paris;https://www.saemes.fr/fr/parking/parking-mairie-du-17eme;tous;0;281;0;7;3;72;0;3;3;0;180;31703299300741;2.32145852;48.88469716;;4.6;9.2;13.8;18.4;41.4;;253.0;ouvrage;;72-M-A;20 RUE DES BATIGNOLLES;17;SAEMES;0153043010;7j / 7;OUI;2025-01-01T01:00:00+00:00;253.0;2530.0;NON;;;NON;;2025-01-01T01:00:00+00:00;1.15;2.3;6.9;32.2;36.8;41.4;41.4;41.4;41.4;;;;2025-09-01T02:00:00+00:00;;;;1.6;101.0;273.0;1010.0;10.0;650240.332;6865178.391;;0.4;0.8;14.4;NON;;;OUI;800.0;NON;3160.0;NON;;;NON;;;;;"{""coordinates"": [2.3214585157403795, 48.88469715436101], ""type"": ""Point""}";48.88469715436101, 2.3214585157403795
75108-P-020;GEORGE V;75108;113 avenue des champs elysees, 75008, Paris;https://www.saemes.fr/fr/parking/parking-george-v;tous;0;1117;0;23;29;68;0;6;26;0;190;64202088700419;2.29949965;48.87215419;tarif_special;0.0;0.0;0.0;0.0;0.0;195.0;287.0;ouvrage;;20-E-A,20-E-B;113 AVENUE DES CHAMPS ELYSEES,32 TER AVENUE GEORGE V;8;SAEMES;0141720261;7j / 7;OUI;2025-05-01T02:00:00+00:00;287.0;2984.0;NON;;;OUI;2028.0;2025-08-02T02:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;201.0;573.0;2090.0;;100.0;285.0;1040.0;10.0;648617.685 | 648743.295;6863797.765 | 6863413.794;8E,8F,8G,8H,8J,16E,16F,16G,16H,16I,16J,17E;;;;NON;;;OUI;728.0;NON;3879.0;NON;;195.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.299499649255174, 48.87215419037467], ""type"": ""Point""}";48.87215419037467, 2.299499649255174
75106-P-139;SAINT MICHEL;75106;5 place saint andre des arts, 75006, Paris;https://fr.parkindigo.com/parking/paris-75005/place-saint-michel-75050200;tous;0;333;0;7;10;4;0;0;10;0;190;34308274900072;2.34332133;48.85292358;tarif_special;5.4;10.8;16.2;21.6;48.6;311.0;389.0;ouvrage;tarif petit rouleur -40 % = contacter le parc,tarif PMR = 2,70 euros;139-M-A;5 PLACE SAINT ANDRE DES ARTS;6;INDIGO;0156244432;7j / 7;OUI;2025-04-01T02:00:00+00:00;389.0;4045.0;OUI;2427.0;3236.0;NON;;2024-01-01T01:00:00+00:00;1.35;2.7;8.1;37.8;43.2;48.6;48.6;48.6;48.6;194.0;552.0;2022.0;2025-09-01T02:00:00+00:00;194.0;552.0;2022.0;1.85;136.0;387.0;1415.0;10.0;651814.184;6861631.856;5H,5J,6E,6G;0.5;0.95;16.65;OUI;849.0;1132.0;NON;;NON;5056.0;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.343321329762181, 48.852923581339105], ""type"": ""Point""}";48.852923581339105, 2.343321329762181
75118-P-068;FIRMIN GEMIER;75118;5 ter rue firmin gemier, 75018, Paris;https://www.sags-parking.fr/parking/165/paris-firmin-gemier;abonnés;0;111;0;3;9;25;5;0;5;0;195;38933781700065;2.3301107;48.89477662;tarif_special;;;;;;108.35;216.7;ouvrage;0;68-M-A;5 TER RUE FIRMIN GEMIER;18;SAGS;0385204315;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;216.7;2167.0;NON;;;OUI;1083.5;1900-01-01T00:09:21+00:00;;;;;;;;;;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;169.4;457.2;1693.3;;75.845;204.7815;758.45;10.0;650884.318;6866293.753;17S,17U,18E,18P,18R;;;;NON;;;OUI;379.225;NON;2708.75;NON;;108.35;OUI;;70.0;199.0;770.0;"{""coordinates"": [2.330110697382451, 48.894776619487125], ""type"": ""Point""}";48.894776619487125, 2.330110697382451
75101-P-006;VENDOME;75101;26 ter place vendome, 75001, Paris;https://fr.parkindigo.com/parking/paris-75001/vendome-75010800;tous;0;475;0;27;54;30;0;0;54;0;190;69200935000046;2.33000068;48.86783544;;5.75;11.5;17.25;23.0;51.75;240.0;344.0;ouvrage;;6-E-A;26 TER PLACE VENDOME;1;INDIGO;0142605000;7j / 7;OUI (ÉLÉVATEUR);2025-04-01T02:00:00+00:00;344.0;3577.0;NON;;;OUI;2503.0;2025-01-01T01:00:00+00:00;1.45;2.9;8.65;40.25;46.0;51.75;51.75;51.75;51.75;;;;2025-09-01T02:00:00+00:00;172.0;489.0;1788.0;2.0;120.0;342.0;1251.0;10.0;650850.833;6863298.137;1E,2E,6E,7L,8E,8H,8K,9G;0.5;1.0;18.0;NON;;;NON;;NON;4471.0;NON;;240.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.330000683819362, 48.867835435647685], ""type"": ""Point""}";48.867835435647685, 2.330000683819362
75105-P-133;CASERNE MONGE;75105;17 ter rue gracieuse, 75005, Paris;https://www.saemes.fr/fr/parking/parking-monge;abonnés;0;163;0;7;0;0;0;0;0;0;190;31703299300741;2.35141587;48.84253826;tarif_special;;;;;;;225.0;ouvrage;;133-E-A;17 TER RUE GRACIEUSE;5;SAEMES;0144829999;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;225.0;2250.0;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;126.0;;;2025-09-01T02:00:00+00:00;;;;;112.0;312.0;1124.0;;652398.647;6860472.199;;;;;NON;;;NON;;NON;2810.0;NON;;;NON;;;;;"{""coordinates"": [2.3514158670409437, 48.842538259349894], ""type"": ""Point""}";48.842538259349894, 2.3514158670409437
75117-P-108;JOUFFROY D ABBANS;75117;6 ter rue jouffroy d abbans, 75017, Paris;?;abonnés;0;0;0;0;0;0;0;0;0;0;190;72205418600035;2.31320136;48.88716223;;;;;;;;;ouvrage;abonnes tres longue duree;108-E-A;6 TER RUE JOUFFROY D ABBANS;17;SAEMES;0141720270;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;;;;;649637.207;6865457.727;;;;;NON;;;NON;;OUI;;NON;;;NON;;;;;"{""coordinates"": [2.313201359289934, 48.8871622292046], ""type"": ""Point""}";48.8871622292046, 2.313201359289934
75115-P-157;FREMICOURT;75115;13 ter rue fremicourt, 75015, Paris;https://fr.parkindigo.com/parking/paris-75015/fremicourt-75150700;abonnés;0;195;0;5;2;23;0;0;2;0;190;72204380902362;2.29739674;48.84734233;tarif_special;;;;;;202.4;253.0;ouvrage;tarif petit rouleur -40 % = contacter le parc;157-E-A;13 TER RUE FREMICOURT;15;INDIGO;0145484330;POUR ABONNES;OUI;1900-01-01T00:09:21+00:00;253.0;2631.0;OUI;1578.6;2104.8;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;126.0;360.0;1315.0;2025-09-01T02:00:00+00:00;126.0;360.0;1315.0;;88.0;249.0;917.0;10.0;648438.89;6861040.282;15E,15F,15G,15K,15L,15M,15P;;;;NON;;;NON;;NON;3275.0;NON;;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.2973967390766177, 48.84734233294499], ""type"": ""Point""}";48.84734233294499, 2.2973967390766177
75113-P-119;CHARLETY THOMIRE;75113;2 rue thomire, 75013, Paris;https://www.saemes.fr/fr/parking/parking-charlety-thomire;abonnés;0;883;0;26;0;0;0;0;0;0;190;31703299300741;2.34815367;48.81978937;;;;;;;;;ouvrage;;119-M-A;2 RUE THOMIRE;13;SAEMES;0144829999;POUR ABONNES;OUI;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;;;;;652138.35;6857944.751;13E,13F,13G,13M,13N;;;;NON;;;NON;;NON;;NON;;;NON;;;;;"{""coordinates"": [2.3481536737525515, 48.819789367241626], ""type"": ""Point""}";48.819789367241626, 2.3481536737525515
75109-P-018;MEYERBEER (OPERA);75109;2 ter rue de la chaussee d antin, 75009, Paris;https://www.sags-parking.fr/parking/68/paris-meyerbeer-opera;tous;0;520;0;12;82;123;15;6;76;0;190;31703299300741;2.33405582;48.87135174;tarif_special;4.7;9.4;14.1;18.8;42.3;159.0;318.0;ouvrage;tarif PMR = 2,35 euros;18-E-A;2 TER RUE DE LA CHAUSSEE D ANTIN;9;SAGS;0186221858;7j / 7;OUI;2025-01-01T01:00:00+00:00;318.0;3180.0;NON;;;OUI;1590.0;2025-01-01T01:00:00+00:00;1.2;2.4;7.1;32.9;37.6;42.3;42.3;42.3;42.3;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;257.3;733.3;2573.0;1.6;111.3;317.2;1113.0;10.0;651151.596;6863686.607;1E,2E,9E,9F,9G;0.4;0.8;14.4;NON;;;OUI;556.0;NON;3975.0;NON;;159.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.334055816625868, 48.87135174212154], ""type"": ""Point""}";48.87135174212154, 2.334055816625868
